counterparty_id,counterparty_name,domicile,lei_code,onboarded_date,relationship_manager,credit_limit_usd,internal_rating,_true_a_id,_match_type
CP-000414,Fernandez and Sons,DK,,2013-07-08,Megan Hall MD,89283981,3A,ENT-000350,matched
CP-000508,May-Turner saS,FR,,2012-11-04,Dawn Little,37740380,3B,ENT-000552,matched
CP-000313,Landry plc GmbH,IE,,2013-08-15,Kevin Cunningham,37888857,1B,ENT-000567,matched
CP-000730,Patton-Jenkins Corp,IE,,2021-07-06,Emily Lane,85299533,3A,ENT-000110,ambiguous
CP-000871,Lopez-Reid,DK,,2015-01-29,Joann Forbes,36367057,3A,ENT-000831,ambiguous
CP-000716,Diaz and,AT,,2022-10-25,Michele Edwards,98746072,NR,ENT-000821,ambiguous
CP-000058,"Mcclure, Ward and Lee GRP",DK,MCIK00PTK93TYT7D5J23,2012-07-21,Mary Miller,43626721,3B,ENT-000013,matched
CP-000757,Murray-Oconnor &,LU,,2019-04-11,Jason Oliver,15852733,1A,ENT-000716,ambiguous
CP-000277,"Franco, Wiley and",CA,HRWW00NQA4P3PRNO5G79,2016-04-12,Robert Griffin,76370465,3B,ENT-000950,matched
CP-000358,Faulkner-Grant nv,IT,,2010-11-19,Rebecca Hoover,7627260,NR,ENT-000693,matched
CP-000240,Baxter Inc. BV,BE,,2022-06-03,Jennifer Adkins,11715274,NR,ENT-000064,matched
CP-000311,"Smith, Crawford and Reed G.m.b.H.",AT,4JWR003XUXNB9DSSRK28,2017-11-06,Manuel Mccullough,53620789,2B,ENT-000924,matched
CP-000651,Foster inc BV,NL,5IV8006ZP1WZ2NAR3S37,2019-01-14,Kelli Mccoy,85058755,3B,ENT-000660,matched
CP-000455,Mcdaniel grp. Corp,AU,ST5V000175DU23JH0Z10,2014-12-07,Mark Thomas,65386368,3B,ENT-000370,matched
CP-000663,"Barnett, Rogers and Snyder",AT,,2017-07-18,Jack Mills,89081466,3A,ENT-000200,matched
CP-000466,"Brennan, Wallace and Benson LTD",SG,,2017-01-11,Kimberly Johnson,54643706,NR,ENT-000294,matched
CP-000197,Brennan-Johnson LTD,GB,BXPS00PAQALULDRYHR95,2010-05-21,Matthew Wright,9869429,1A,ENT-000290,matched
CP-000561,"Flores, Butler and Hernandez Ptrs",LU,,2019-06-15,Alison Short,10541687,1A,ENT-000689,matched
CP-000857,"Shields,",NL,,2016-12-12,Priscilla Floyd,24731436,2A,ENT-000111,ambiguous
CP-000515,Good-Hodges AB,JP,014O0046W4JKFYIIFA49,2013-08-29,Brandon Montgomery,75187085,3B,ENT-000293,matched
CP-000332,Jones-Fox Corp,ES,H584000ACUHGPJNVWR94,2011-03-06,Travis Hopkins,70741925,NR,ENT-000485,matched
CP-000049,Price llc,DE,,2023-08-17,Brittany Ward,61051144,1A,ENT-000334,matched
CP-000968,"Marquez, Park and Lang Group",LU,,2018-04-28,Thomas Wilson,35395703,2B,,unmatched
CP-000812,Jackson-Wallace SA,CA,,2013-11-23,Robert Green,77446623,NR,ENT-000508,ambiguous
CP-000676,Doyle LTD NV,NL,NMMJ00BQE7CKW5NGCX47,2023-05-30,Lisa Grant,40554816,NR,ENT-000001,matched
CP-000136,Martin-Ewing ag,IT,P4VK00FTLECSAZ0LB697,2022-09-07,Brenda Gonzalez,63234531,3A,ENT-000582,matched
CP-000924,Richardson-Wong Capital,DK,,2021-09-03,Kristina Ayala,80417906,3A,,unmatched
CP-000713,Johnson,GB,,2018-12-05,Andre Terrell,97894457,1B,ENT-000979,ambiguous
CP-000250,Hancock Incorporated AG,AT,,2015-10-14,Donna Beck,13962208,2B,ENT-000069,matched
CP-000714,"Barnett, Rogers",AT,,2013-11-08,Sarah Duncan,53992324,NR,ENT-000200,ambiguous
CP-000163,"Lloyd, Mckinney and Collins Hldgs",IE,,2020-11-22,Lorraine Turner,79513716,1A,ENT-000263,matched
CP-000381,Jones plc Corporation,SG,NNV900IBWGT2LB254872,2021-12-07,Nicole Gutierrez,36223349,2B,ENT-000346,matched
CP-000969,Mclean Group NV,CA,VYQD00K9XMA5VIXR4D79,2018-11-11,Michael Taylor,53455943,3B,,unmatched
CP-000725,"Smith, Gilmore",LU,,2018-06-19,Megan Anderson,77128916,1B,ENT-000162,ambiguous
CP-000166,"Carrillo, Vaughn and Fowler gmbh",HK,VB9E00KTR1T05QXS2U61,2016-10-21,Nathan Wilson,62367690,3B,ENT-000645,matched
CP-000856,"Osborn, Gaines",IT,,2016-10-15,Katherine Graham,93514351,NR,ENT-000445,ambiguous
CP-000986,"Vasquez, Garcia and Kim AB",SE,,2018-09-19,Angela Thomas,93864562,1B,,unmatched
CP-000125,Morales-Jones GRP,CA,48P000TVHHPBMYOFQE89,2019-01-25,Sarah Pittman,49884886,NR,ENT-000023,matched
CP-000199,"Harris, Edwards and Oconnell",CH,BEGG00ACSQNBB4V57Y59,2016-06-16,Kristin Huerta,63119381,3A,ENT-000780,matched
CP-000791,"Edwards,",SE,,2021-05-06,Cynthia Shaw,46221847,1B,ENT-000565,ambiguous
CP-000736,"Barry,",JP,,2022-11-09,Charles Bush,40830353,1A,ENT-000581,ambiguous
CP-000748,Richards-Carson Inc,LU,,2020-02-14,David Walker,44838928,NR,ENT-000326,ambiguous
CP-000983,"Bowen, Miller and Snyder BV",NL,,2017-01-08,Jesus Fitzgerald,24931499,3A,,unmatched
CP-000425,Cole Grp GmbH,HK,JH3300IC44TONZNQ0682,2014-10-12,Pamela Weaver,41664356,3B,ENT-000817,matched
CP-000722,Williams,JP,,2010-02-04,Cheryl Mclean,54894874,2A,ENT-000982,ambiguous
CP-000586,"Jimenez, Glass and",IE,XXO900ZJCUBZQVQG0X79,2014-03-29,Danielle Jones,34877922,1B,ENT-000503,matched
CP-000630,Baird-Sanchez sa,ES,Z4QK00E2GJR81BMQF778,2014-09-14,Jennifer Jenkins,5701498,2B,ENT-000269,matched
CP-000417,Andrade-Mendoza Hldg,JP,,2014-10-17,Samantha Jones,21806187,3A,ENT-000990,matched
CP-000825,"Beard, Peters",CH,,2013-01-31,Amanda Hardin,88488886,NR,ENT-000203,ambiguous
CP-000624,Gutierrez-Lopez hldgs,NL,YTL800HBGCJ1GNFIUE90,2015-05-15,Ellen Thornton,79090348,2A,ENT-000258,matched
CP-000669,"Shaw, Nelson and Martin AB",NO,XF1P00I2OOQ42NBFA318,2020-06-19,Randy Griffin,16875788,1A,ENT-000319,matched
CP-000018,Wilson-Harris AB,NO,KVFF00LNCC2ATRD83X16,2010-12-29,Eric Taylor,31408738,1A,ENT-000655,matched
CP-000837,"Brown,",JP,,2015-10-28,Margaret Erickson,45139843,2B,ENT-000398,ambiguous
CP-000325,"Henderson, Ramirez and Lewis AB",ES,9TEX008FSV871YZOYN76,2022-01-31,Kimberly Lutz,44804247,2A,ENT-000007,matched
CP-000006,"Pena, Cohen and",FR,FNHP0039LQT9NGQ6TL85,2021-06-30,Renee Wolfe,31423894,NR,ENT-000714,matched
CP-000367,"Robinson, Jones and Henderson Cap",LU,,2015-10-28,Samantha Prince,94287158,NR,ENT-000661,matched
CP-000121,"Snyder, Campos and",SG,08YG000JV1V93KMKZE15,2014-05-03,James Johnson,36019709,1B,ENT-000029,matched
CP-000098,"Brown, Mcknight and Michael bv",IT,643Y00UOAIH3IABC2T79,2012-01-31,Cassandra Harrell,15462119,2A,ENT-000662,matched
CP-000302,Mendez plc Capital,DK,W0C2000X450UHEH3RF91,2010-02-06,Theresa Torres,73163903,2B,ENT-000988,matched
CP-000132,Vargas P.L.C. PLC,IT,,2021-01-28,Julie Delacruz,79609269,1B,ENT-000785,matched
CP-000600,Perry-Nixon Inc.,JP,HLDA002UX64BIW8UOJ11,2019-05-13,Brenda Hale,67672962,1B,ENT-000805,matched
CP-000003,Jones L.L.C. AB,SE,,2016-07-13,Zachary Robinson,91810081,1A,ENT-000303,matched
CP-000528,"Bentley, Lynch and Henderson",US,,2016-05-16,Cody Smith,93286596,1B,ENT-000477,matched
CP-000174,Russell GRP AG,IE,W04U00923O359TSUJT31,2011-06-29,Misty Garcia,54662184,3A,ENT-000619,matched
CP-000709,Brooks,DK,,2014-03-19,Sandy Evans,53398670,3A,ENT-000829,ambiguous
CP-000850,Whitney,IT,,2020-09-09,Susan Baldwin,78683215,2A,ENT-000586,ambiguous
CP-000422,"Alvarez, Joseph and",LU,RVND00FDW79WCXZ2EI81,2023-05-06,Dale Wright,99486226,3A,ENT-000206,matched
CP-000979,Winters PLC Limited,LU,,2015-02-12,Nicholas Glass,88494347,1B,,unmatched
CP-000146,"Wood, Hunter and Peterson hldgs",IT,,2016-09-28,Frank Whitaker,1623124,1B,ENT-000191,matched
CP-000306,Dixon inc Capital,NO,ZXC4005BNCCU3FG00Z48,2014-06-14,Christopher Marsh,247197,NR,ENT-000414,matched
CP-000416,Ramirez and Sons,AT,ARNW00AWO7PLR1X08K10,2023-07-27,Danielle Davis,17079489,2B,ENT-000991,matched
CP-000501,"Wallace, Smith and Cooper GRP",SG,ISBH00TP5CH3SVG7SS32,2013-01-04,Ruth Clayton,40376314,NR,ENT-000886,matched
CP-000097,Moore-Bass Incorporated,IT,ZB0O00IH5CSK30LVYL48,2011-11-17,Andre Watson,50269427,3B,ENT-000089,matched
CP-000671,Griffin Grp AG,DE,KWDH00X5WGTM16YMBN14,2015-11-20,Marcus King,93278562,3A,ENT-000802,matched
CP-000746,Taylor Inc,AT,,2015-04-21,Tamara Mcdonald,6087077,1B,ENT-000776,ambiguous
CP-000337,Brady llc NV,SG,,2013-10-27,Jesse Williams,71744025,3B,ENT-000926,matched
CP-000102,"Ochoa, Taylor and Brady Cap.",SE,,2015-06-16,Traci Vincent,11612405,2A,ENT-000857,matched
CP-000028,"Daniels, Adkins and Brown",US,R5XQ00T4P501NOUHTC74,2014-04-26,Taylor Taylor,94024741,1A,ENT-000075,matched
CP-000565,"Tapia, Vaughn and Lee",NL,3YJT00U7FBMENUI3DO37,2020-05-09,Kevin Hall,98492017,3A,ENT-000213,matched
CP-000339,"Mckee, Gardner and Davenport Hldg",DK,,2020-04-17,Sandy Baker,93704459,2A,ENT-000102,matched
CP-000752,Hernandez Group,LU,,2014-11-15,John Bell,15812553,3A,ENT-000948,ambiguous
CP-000807,Harris-Lawson,US,,2023-04-11,Lori Mitchell,77501993,3B,ENT-000903,ambiguous
CP-000297,Aguilar llc Corp,ES,,2019-08-06,Kimberly Choi,73658429,2B,ENT-000978,matched
CP-000294,"Smith, Schroeder and Oconnor & Ptrs",IE,EKGV00ZPFCGLCKWT2E72,2015-05-16,Preston Kim,33314205,3A,ENT-000866,matched
CP-000559,Boone-Simmons LTD,GB,,2010-04-21,Ms. Kelly Holder,5041784,2A,ENT-000359,matched
CP-000702,Parker,NL,,2019-01-01,Aaron Jennings,5066723,2A,ENT-000535,ambiguous
CP-000031,Whitney P.L.C. BV,IT,,2017-08-16,Margaret Tanner,75681549,2A,ENT-000586,matched
CP-000004,Anderson-Bell Cap.,NO,07BA007DORFKI1IJE293,2012-05-22,Rebecca Kelly,20756947,1B,ENT-000491,matched
CP-000475,"Adams, Zuniga and Wong N.V.",NL,9E6G00BPS3Y70HP87W94,2015-06-11,Kyle Welch,64017384,3B,ENT-000018,matched
CP-000594,Morgan-Schwartz GRP,CH,YFWD00C112HXRJM4T814,2019-02-15,Ashley Brown,99612021,NR,ENT-000287,matched
CP-000270,"Higgins, Strickland and Martin Cap.",FR,,2018-12-23,Paul Moreno,98057984,2B,ENT-000183,matched
CP-000400,Williams GRP SA,JP,,2015-10-10,Penny Gomez MD,13723588,1B,ENT-000982,matched
CP-000446,"Dyer, Potter and Mack Ptrs",SE,GSPK009P38QOLDFORX61,2012-03-17,Jennifer Vaughn,26352609,3A,ENT-000034,matched
CP-000101,morgan-french srl,LU,21HD004Y89ORVSCYOZ64,2021-11-07,James Martin,50294200,3A,ENT-000272,matched
CP-000398,Nelson-Johnson GRP,GB,TAOF00ZD6KPV50MPH787,2015-08-12,Christopher Johnson,51810231,1A,ENT-000997,matched
CP-000019,Miller-Mccall A.G.,AT,,2017-06-13,Travis Conner,69971671,2A,ENT-000916,matched
CP-000965,Davis-Carpenter Capital,HK,R3TX00JC7IU26RVPBA56,2022-07-18,Alexandria Holmes,86144825,1A,,unmatched
CP-000065,"Phillips, Spence and Barrett GRP",NL,0TVD00JI1OAHNOX8FK65,2018-03-18,Megan Oliver,60901438,3B,ENT-000308,matched
CP-000258,Jackson-Wallace S.A.,CA,PDMN001S3YG8VFU9PX97,2010-06-27,Michael Lopez,41281628,2B,ENT-000508,matched
CP-000931,Hill Ltd Ltd,AU,N3MA00CMVB9ZXVTH4O68,2015-04-25,Chris Harris,69950716,3A,,unmatched
CP-000285,Williams Limited BV,NL,,2012-04-24,Brittany Stevens,54232141,3A,ENT-000881,matched
CP-000382,Hernandez ltd. & Co,AT,JQ5200WSPOFV177UDK78,2014-06-03,Karen Wood,37729829,1B,ENT-000144,matched
CP-000260,"Ramsey, Whitney and Coffey N.V.",LU,,2013-03-17,Justin Anderson,90316838,1A,ENT-000323,matched
CP-000001,Nichols-Mitchell GRP,FR,,2012-03-29,Ariel Sandoval,23205299,2A,ENT-000728,matched
CP-000878,Mendez-Graham &,CH,,2018-07-26,Michael Anderson,93317275,NR,ENT-000510,ambiguous
CP-000211,"Mcdonald, Lee and Rodriguez AB",DK,Y7OV0050EW25X1FVK165,2011-04-25,Heidi Brown,18892282,2A,ENT-000631,matched
CP-000254,Mayo Ltd Ltd,GB,QL1V002W9Y49DZ8FTM44,2018-04-10,Sheila Greer,8638080,NR,ENT-000994,matched
CP-000009,Lee-Davis cap,DK,ZDUX00LEZ896DYSAL853,2017-06-19,William Keith,98256379,1A,ENT-000058,matched
CP-000312,Sanders and,IT,,2015-04-06,Jerry Jensen,26241770,2A,ENT-000704,matched
CP-000692,Gilbert Plc AG,AT,,2010-03-01,Lee Stewart,10087229,2A,ENT-000428,matched
